Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
141405,Wired Headphones,1,11.99,01/29/21 11:00,"247 Forest St, Los Angeles, CA 90001"
141406,USB-C Charging Cable,1,11.95,01/28/21 12:02,"110 13th St, Seattle, WA 98101"
141407,Apple Airpods Headphones,1,150,01-01-2021 16:06,"946 12th St, Portland, ME 04101"
141408,Apple Airpods Headphones,1,150,01-07-2021 13:25,"103 14th St, San Francisco, CA 94016"
141409,Bose SoundSport Headphones,1,99.99,01-01-2021 21:49,"36 Highland St, Portland, ME 04101"
141410,27in FHD Monitor,1,149.99,01-03-2021 22:02,"890 6th St, Dallas, TX 75001"
141411,Wired Headphones,1,11.99,01/15/21 05:35,"350 Main St, New York City, NY 10001"
141412,AA Batteries (4-pack),2,3.84,01/14/21 17:16,"397 Dogwood St, Atlanta, GA 30301"
141413,AA Batteries (4-pack),1,3.84,01/24/21 17:54,"793 5th St, San Francisco, CA 94016"
141414,Google Phone,1,600,01/26/21 03:38,"609 14th St, New York City, NY 10001"
141415,Wired Headphones,1,11.99,01-12-2021 19:02,"81 Madison St, San Francisco, CA 94016"
141416,AAA Batteries (4-pack),1,2.99,01-02-2021 13:37,"209 North St, Atlanta, GA 30301"
141417,Bose SoundSport Headphones,1,99.99,01-03-2021 08:21,"207 1st St, San Francisco, CA 94016"
141418,Apple Airpods Headphones,1,150,01-10-2021 12:48,"145 Lakeview St, New York City, NY 10001"
141419,Wired Headphones,1,11.99,01/22/21 11:53,"910 Meadow St, San Francisco, CA 94016"
141420,Lightning Charging Cable,2,14.95,01-09-2021 12:19,"74 7th St, San Francisco, CA 94016"
141421,Flatscreen TV,1,300,01/24/21 13:18,"154 7th St, Dallas, TX 75001"
141422,Apple Airpods Headphones,1,150,01/16/21 22:23,"970 Lakeview St, Boston, MA 02215"
141423,Lightning Charging Cable,2,14.95,01-06-2021 13:41,"440 South St, New York City, NY 10001"
141424,Apple Airpods Headphones,1,150,01/13/21 19:49,"971 Walnut St, Atlanta, GA 30301"
141425,Wired Headphones,1,11.99,01/19/21 14:59,"347 Hill St, Atlanta, GA 30301"
141426,Google Phone,1,600,01-12-2021 12:57,"824 Madison St, Dallas, TX 75001"
141427,USB-C Charging Cable,1,11.95,01/16/21 14:44,"355 13th St, Los Angeles, CA 90001"
141428,AA Batteries (4-pack),1,3.84,01/22/21 10:06,"295 West St, New York City, NY 10001"
141429,Apple Airpods Headphones,1,150,01/21/21 06:04,"273 Hill St, Atlanta, GA 30301"
141430,34in Ultrawide Monitor,1,379.99,01/23/21 21:37,"428 Cedar St, Los Angeles, CA 90001"
141431,USB-C Charging Cable,1,11.95,01-04-2021 07:16,"728 Lakeview St, Los Angeles, CA 90001"
141432,USB-C Charging Cable,1,11.95,01/18/21 22:38,"574 Johnson St, San Francisco, CA 94016"
141433,Google Phone,1,600,01/15/21 20:08,"179 West St, San Francisco, CA 94016"
141434,27in 4K Gaming Monitor,1,389.99,01/13/21 19:03,"480 Lakeview St, San Francisco, CA 94016"
141435,USB-C Charging Cable,1,11.95,01/15/21 10:55,"445 4th St, Atlanta, GA 30301"
141436,Bose SoundSport Headphones,1,99.99,01-03-2021 07:59,"792 Lakeview St, San Francisco, CA 94016"
141437,iPhone,1,700,01-10-2021 15:40,"377 Meadow St, New York City, NY 10001"
141438,Wired Headphones,2,11.99,01/29/21 17:36,"331 Center St, Seattle, WA 98101"
141439,Flatscreen TV,1,300,01-09-2021 20:49,"536 Walnut St, Boston, MA 02215"
141440,Google Phone,1,600,01/31/21 23:10,"222 Lakeview St, San Francisco, CA 94016"
141441,AA Batteries (4-pack),1,3.84,01/20/21 19:08,"631 Elm St, Los Angeles, CA 90001"
141442,Google Phone,1,600,01-06-2021 10:27,"186 Meadow St, New York City, NY 10001"
141443,Lightning Charging Cable,1,14.95,01/15/21 19:22,"485 Elm St, Los Angeles, CA 90001"
141444,AAA Batteries (4-pack),1,2.99,01/22/21 22:56,"776 5th St, San Francisco, CA 94016"
141445,USB-C Charging Cable,1,11.95,01/23/21 21:37,"112 Madison St, Los Angeles, CA 90001"
141446,Bose SoundSport Headphones,1,99.99,01/16/21 20:03,"150 14th St, Seattle, WA 98101"
141447,AAA Batteries (4-pack),1,2.99,01/15/21 21:14,"51 10th St, Boston, MA 02215"
141448,Bose SoundSport Headphones,1,99.99,01-07-2021 15:50,"895 Forest St, San Francisco, CA 94016"
141449,USB-C Charging Cable,1,11.95,01/25/21 15:41,"450 Dogwood St, Boston, MA 02215"
141450,Google Phone,1,600,01-12-2021 11:16,"521 Park St, San Francisco, CA 94016"
141450,Bose SoundSport Headphones,1,99.99,01-12-2021 11:16,"521 Park St, San Francisco, CA 94016"
141451,AA Batteries (4-pack),1,3.84,01/18/21 18:01,"678 Elm St, Portland, OR 97035"
141452,Bose SoundSport Headphones,1,99.99,01/16/21 13:37,"593 14th St, Austin, TX 73301"
141453,Macbook Pro Laptop,1,1700,01-06-2021 13:09,"469 4th St, Atlanta, GA 30301"
141454,Bose SoundSport Headphones,1,99.99,01-12-2021 21:43,"87 North St, New York City, NY 10001"
141455,Apple Airpods Headphones,1,150,01-06-2021 09:26,"588 Main St, Los Angeles, CA 90001"
141456,AAA Batteries (4-pack),1,2.99,01-05-2021 13:28,"676 Cedar St, Boston, MA 02215"
141457,iPhone,1,700,01-09-2021 22:11,"820 Jackson St, Seattle, WA 98101"
141457,Apple Airpods Headphones,1,150,01-09-2021 22:11,"820 Jackson St, Seattle, WA 98101"
141458,iPhone,1,700,01/29/21 01:12,"497 Park St, San Francisco, CA 94016"
141459,AAA Batteries (4-pack),1,2.99,01-07-2021 13:20,"344 Lakeview St, New York City, NY 10001"
141460,iPhone,1,700,01/26/21 17:29,"855 2nd St, New York City, NY 10001"
141461,Lightning Charging Cable,1,14.95,01-02-2021 10:34,"233 Cherry St, Dallas, TX 75001"
141462,Wired Headphones,1,11.99,01/30/21 23:34,"542 Wilson St, Atlanta, GA 30301"
141463,Apple Airpods Headphones,1,150,01/22/21 18:14,"147 Center St, Boston, MA 02215"
141464,AA Batteries (4-pack),2,3.84,01/31/21 01:03,"795 13th St, New York City, NY 10001"
141465,Lightning Charging Cable,1,14.95,01/30/21 11:24,"340 10th St, Atlanta, GA 30301"
141466,AAA Batteries (4-pack),2,2.99,01/24/21 16:09,"269 4th St, Seattle, WA 98101"
141467,Bose SoundSport Headphones,1,99.99,01/22/21 19:48,"154 Jackson St, Boston, MA 02215"
141468,Flatscreen TV,1,300,01-07-2021 15:21,"268 8th St, Austin, TX 73301"
141469,Flatscreen TV,1,300,01-02-2021 07:44,"163 8th St, San Francisco, CA 94016"
141470,AAA Batteries (4-pack),1,2.99,01-09-2021 17:29,"571 Jefferson St, Boston, MA 02215"
141471,Apple Airpods Headphones,1,150,01/17/21 14:21,"81 11th St, Los Angeles, CA 90001"
141472,iPhone,1,700,01/27/21 07:05,"853 9th St, San Francisco, CA 94016"
141473,iPhone,1,700,01-11-2021 16:48,"768 Maple St, San Francisco, CA 94016"
141474,Apple Airpods Headphones,1,150,01/17/21 22:58,"580 Johnson St, Boston, MA 02215"
141475,Lightning Charging Cable,1,14.95,01-07-2021 08:41,"548 10th St, Boston, MA 02215"
141476,iPhone,1,700,01-06-2021 15:38,"295 Hickory St, New York City, NY 10001"
141477,AA Batteries (4-pack),1,3.84,01/20/21 09:24,"371 South St, San Francisco, CA 94016"
141478,Google Phone,1,600,01/26/21 13:32,"303 North St, Atlanta, GA 30301"
141478,Apple Airpods Headphones,1,150,01/26/21 13:32,"303 North St, Atlanta, GA 30301"
141479,Bose SoundSport Headphones,1,99.99,01-12-2021 19:24,"613 Main St, Atlanta, GA 30301"
141480,AA Batteries (4-pack),2,3.84,01/20/21 12:32,"451 River St, Portland, OR 97035"
141481,AA Batteries (4-pack),1,3.84,01/26/21 22:19,"118 Church St, New York City, NY 10001"
141482,USB-C Charging Cable,1,11.95,01/28/21 13:10,"333 7th St, Portland, OR 97035"
141483,Flatscreen TV,1,300,01/21/21 15:57,"216 Willow St, Austin, TX 73301"
141484,USB-C Charging Cable,1,11.95,01/29/21 21:06,"127 Madison St, Los Angeles, CA 90001"
141485,27in 4K Gaming Monitor,1,389.99,01-07-2021 21:06,"566 Park St, New York City, NY 10001"
141486,USB-C Charging Cable,1,11.95,01/14/21 13:29,"940 West St, Los Angeles, CA 90001"
141487,Bose SoundSport Headphones,1,99.99,01/19/21 18:28,"831 Sunset St, San Francisco, CA 94016"
141488,Bose SoundSport Headphones,1,99.99,01/13/21 14:33,"133 1st St, Los Angeles, CA 90001"
141489,AAA Batteries (4-pack),2,2.99,01-04-2021 11:21,"941 Lincoln St, Los Angeles, CA 90001"
141490,27in FHD Monitor,1,149.99,01/24/21 09:54,"201 Center St, New York City, NY 10001"
141491,Bose SoundSport Headphones,1,99.99,01/25/21 11:10,"529 Park St, Portland, OR 97035"
141492,20in Monitor,1,109.99,01/18/21 09:23,"331 Chestnut St, Dallas, TX 75001"
141493,34in Ultrawide Monitor,1,379.99,01-02-2021 11:26,"922 2nd St, Los Angeles, CA 90001"
141494,AA Batteries (4-pack),2,3.84,01-07-2021 00:40,"237 Forest St, Austin, TX 73301"
141495,Macbook Pro Laptop,1,1700,01/19/21 18:02,"442 South St, Dallas, TX 75001"
141496,Wired Headphones,1,11.99,01/31/21 16:21,"310 8th St, Los Angeles, CA 90001"
141497,Wired Headphones,1,11.99,01/29/21 18:07,"139 Church St, Atlanta, GA 30301"
141498,AA Batteries (4-pack),1,3.84,01-08-2021 07:31,"337 North St, Austin, TX 73301"
141499,Google Phone,1,600,01/19/21 15:17,"90 1st St, San Francisco, CA 94016"
141500,Google Phone,1,600,01-12-2021 11:56,"235 Walnut St, New York City, NY 10001"
141501,AA Batteries (4-pack),1,3.84,01/25/21 12:38,"738 Dogwood St, Los Angeles, CA 90001"
141502,AA Batteries (4-pack),2,3.84,01-08-2021 20:07,"920 Center St, San Francisco, CA 94016"
141503,27in 4K Gaming Monitor,1,389.99,01-03-2021 19:54,"304 Park St, Dallas, TX 75001"
141504,iPhone,1,700,01/13/21 13:37,"855 11th St, Seattle, WA 98101"
