Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
222932,Wired Headphones,1,11.99,07/24/21 17:32,"386 Cedar St, Los Angeles, CA 90001"
222933,LG Dryer,1,600.0,07/30/21 13:20,"76 2nd St, Los Angeles, CA 90001"
222934,AA Batteries (4-pack),2,3.84,07/03/21 23:51,"437 River St, Seattle, WA 98101"
222935,AAA Batteries (4-pack),1,2.99,07/23/21 12:20,"118 9th St, San Francisco, CA 94016"
222936,27in FHD Monitor,1,149.99,07/04/21 12:29,"483 West St, Boston, MA 02215"
222937,Lightning Charging Cable,2,14.95,07/03/21 09:01,"538 North St, San Francisco, CA 94016"
222938,Flatscreen TV,1,300,07/20/21 17:49,"523 Hickory St, Dallas, TX 75001"
222939,Apple Airpods Headphones,1,150,07/17/21 21:53,"597 Madison St, Los Angeles, CA 90001"
222940,Wired Headphones,2,11.99,07/05/21 15:06,"779 Maple St, San Francisco, CA 94016"
222941,Apple Airpods Headphones,1,150,07/02/21 05:48,"631 Willow St, San Francisco, CA 94016"
222942,Lightning Charging Cable,1,14.95,07/07/21 10:00,"424 Church St, Portland, OR 97035"
222943,Lightning Charging Cable,1,14.95,07/20/21 23:39,"575 4th St, Seattle, WA 98101"
222944,27in FHD Monitor,1,149.99,07/07/21 22:52,"70 Meadow St, San Francisco, CA 94016"
222945,Wired Headphones,1,11.99,07/21/21 21:51,"191 Dogwood St, Los Angeles, CA 90001"
222946,20in Monitor,1,109.99,07/14/21 22:19,"49 Park St, New York City, NY 10001"
222947,ThinkPad Laptop,1,999.99,07/16/21 09:15,"612 Spruce St, New York City, NY 10001"
222948,USB-C Charging Cable,1,11.95,07/10/21 08:18,"631 12th St, San Francisco, CA 94016"
222949,USB-C Charging Cable,1,11.95,07/28/21 17:24,"902 Cedar St, Dallas, TX 75001"
222950,Lightning Charging Cable,1,14.95,07/17/21 19:05,"358 1st St, Dallas, TX 75001"
222951,Apple Airpods Headphones,1,150,07/08/21 12:34,"781 Maple St, San Francisco, CA 94016"
222952,Lightning Charging Cable,1,14.95,07/06/21 16:01,"879 Park St, San Francisco, CA 94016"
222953,Lightning Charging Cable,1,14.95,07/31/21 02:56,"109 Highland St, Los Angeles, CA 90001"
222954,AA Batteries (4-pack),2,3.84,07/14/21 18:11,"980 Chestnut St, Dallas, TX 75001"
222955,USB-C Charging Cable,1,11.95,07/01/21 14:27,"117 Lake St, Los Angeles, CA 90001"
222956,27in 4K Gaming Monitor,1,389.99,07/11/21 20:18,"525 6th St, Atlanta, GA 30301"
222957,AAA Batteries (4-pack),1,2.99,07/19/21 10:11,"143 5th St, Portland, OR 97035"
222958,AAA Batteries (4-pack),1,2.99,07/26/21 21:00,"777 5th St, Dallas, TX 75001"
222959,ThinkPad Laptop,1,999.99,07/15/21 13:07,"252 River St, Dallas, TX 75001"
222960,Lightning Charging Cable,1,14.95,07/11/21 08:44,"638 Dogwood St, San Francisco, CA 94016"
222961,Lightning Charging Cable,1,14.95,07/04/21 05:44,"840 5th St, Dallas, TX 75001"
222962,Wired Headphones,1,11.99,07/20/21 09:20,"694 Cherry St, Seattle, WA 98101"
222963,USB-C Charging Cable,1,11.95,07/29/21 09:11,"734 Elm St, Boston, MA 02215"
222964,Macbook Pro Laptop,1,1700,07/24/21 20:18,"601 Lake St, Boston, MA 02215"
222965,AAA Batteries (4-pack),2,2.99,07/07/21 12:06,"792 Cedar St, San Francisco, CA 94016"
222966,AA Batteries (4-pack),2,3.84,07/13/21 01:01,"718 7th St, Seattle, WA 98101"
222967,20in Monitor,1,109.99,07/14/21 11:58,"161 13th St, San Francisco, CA 94016"
222968,AA Batteries (4-pack),1,3.84,07/24/21 15:32,"536 14th St, San Francisco, CA 94016"
222969,AAA Batteries (4-pack),1,2.99,07/05/21 17:00,"248 Johnson St, San Francisco, CA 94016"
222970,AAA Batteries (4-pack),1,2.99,07/09/21 11:08,"594 Church St, Atlanta, GA 30301"
222971,Apple Airpods Headphones,1,150,07/05/21 14:49,"444 Spruce St, Austin, TX 73301"
222972,Wired Headphones,1,11.99,07/09/21 09:17,"917 Madison St, Seattle, WA 98101"
222973,Flatscreen TV,1,300,07/18/21 14:40,"509 Hickory St, Seattle, WA 98101"
222974,Lightning Charging Cable,1,14.95,07/09/21 19:51,"112 Wilson St, Los Angeles, CA 90001"
222975,Wired Headphones,1,11.99,07/19/21 16:15,"541 Hickory St, Los Angeles, CA 90001"
222976,Lightning Charging Cable,1,14.95,07/17/21 10:14,"390 1st St, Los Angeles, CA 90001"
222977,Lightning Charging Cable,1,14.95,07/14/21 22:07,"660 Walnut St, Los Angeles, CA 90001"
222978,AAA Batteries (4-pack),2,2.99,07/04/21 12:23,"941 Willow St, Seattle, WA 98101"
222979,Bose SoundSport Headphones,1,99.99,07/11/21 23:59,"844 Center St, Seattle, WA 98101"
222980,Bose SoundSport Headphones,1,99.99,07/13/21 11:16,"519 Park St, Atlanta, GA 30301"
222981,USB-C Charging Cable,1,11.95,07/26/21 00:40,"791 9th St, Austin, TX 73301"
222982,Flatscreen TV,1,300,07/28/21 12:40,"651 Ridge St, Portland, OR 97035"
222983,Lightning Charging Cable,1,14.95,07/16/21 00:06,"639 Spruce St, Boston, MA 02215"
222984,USB-C Charging Cable,1,11.95,07/29/21 21:50,"305 Johnson St, Austin, TX 73301"
222985,Bose SoundSport Headphones,1,99.99,07/21/21 12:41,"846 Lake St, Dallas, TX 75001"
222986,Lightning Charging Cable,1,14.95,07/05/21 11:13,"313 Forest St, San Francisco, CA 94016"
222987,AAA Batteries (4-pack),1,2.99,07/31/21 16:56,"538 1st St, New York City, NY 10001"
222988,Lightning Charging Cable,1,14.95,07/04/21 09:44,"647 Meadow St, Dallas, TX 75001"
222989,Lightning Charging Cable,1,14.95,07/07/21 20:53,"48 Walnut St, Dallas, TX 75001"
222990,AAA Batteries (4-pack),2,2.99,07/19/21 18:33,"419 Jackson St, New York City, NY 10001"
222991,27in FHD Monitor,1,149.99,07/05/21 10:06,"450 8th St, Los Angeles, CA 90001"
222992,AA Batteries (4-pack),1,3.84,07/05/21 18:49,"779 Washington St, San Francisco, CA 94016"
222993,AAA Batteries (4-pack),1,2.99,07/25/21 21:40,"697 Adams St, Los Angeles, CA 90001"
222994,USB-C Charging Cable,1,11.95,07/10/21 18:59,"251 Cedar St, New York City, NY 10001"
222995,34in Ultrawide Monitor,1,379.99,07/27/21 16:15,"837 Park St, San Francisco, CA 94016"
222996,27in FHD Monitor,1,149.99,07/12/21 16:53,"885 Sunset St, Los Angeles, CA 90001"
222997,AAA Batteries (4-pack),1,2.99,07/21/21 16:44,"619 Willow St, New York City, NY 10001"
222998,Lightning Charging Cable,1,14.95,07/28/21 03:41,"38 Lakeview St, Boston, MA 02215"
222999,Flatscreen TV,1,300,07/29/21 17:17,"615 Cherry St, Seattle, WA 98101"
223000,AAA Batteries (4-pack),1,2.99,07/19/21 20:29,"670 10th St, Atlanta, GA 30301"
223001,Apple Airpods Headphones,1,150,07/29/21 11:56,"978 10th St, San Francisco, CA 94016"
223002,AA Batteries (4-pack),1,3.84,07/13/21 18:48,"603 12th St, Dallas, TX 75001"
223003,Lightning Charging Cable,1,14.95,07/09/21 17:51,"18 Jefferson St, San Francisco, CA 94016"
223004,AAA Batteries (4-pack),1,2.99,07/14/21 02:43,"911 Spruce St, San Francisco, CA 94016"
223005,27in FHD Monitor,1,149.99,07/26/21 21:39,"306 Lake St, Austin, TX 73301"
223006,Lightning Charging Cable,1,14.95,07/22/21 16:50,"499 Park St, Los Angeles, CA 90001"
223007,Bose SoundSport Headphones,1,99.99,07/06/21 11:07,"481 10th St, Portland, OR 97035"
223008,AAA Batteries (4-pack),3,2.99,07/12/21 00:54,"289 13th St, Boston, MA 02215"
223009,Apple Airpods Headphones,1,150,07/28/21 07:59,"152 9th St, Boston, MA 02215"
223010,AAA Batteries (4-pack),1,2.99,07/18/21 12:17,"518 Wilson St, Boston, MA 02215"
223011,Apple Airpods Headphones,1,150,07/09/21 17:19,"87 Sunset St, San Francisco, CA 94016"
223012,Bose SoundSport Headphones,1,99.99,07/13/21 10:10,"233 12th St, Austin, TX 73301"
223013,AAA Batteries (4-pack),2,2.99,07/27/21 14:11,"289 8th St, New York City, NY 10001"
223014,Wired Headphones,1,11.99,07/10/21 17:43,"421 Highland St, Atlanta, GA 30301"
223015,Bose SoundSport Headphones,1,99.99,07/26/21 14:47,"605 Johnson St, San Francisco, CA 94016"
223016,USB-C Charging Cable,1,11.95,07/20/21 08:42,"700 Church St, New York City, NY 10001"
223017,AAA Batteries (4-pack),2,2.99,07/02/21 22:09,"773 Hickory St, San Francisco, CA 94016"
223018,ThinkPad Laptop,1,999.99,07/04/21 08:39,"767 Adams St, Los Angeles, CA 90001"
223019,AAA Batteries (4-pack),2,2.99,07/29/21 13:49,"788 Hill St, Dallas, TX 75001"
223020,27in FHD Monitor,1,149.99,07/08/21 10:08,"296 9th St, Boston, MA 02215"
223021,AAA Batteries (4-pack),1,2.99,07/07/21 11:31,"657 10th St, Los Angeles, CA 90001"
223022,Lightning Charging Cable,1,14.95,07/31/21 17:45,"93 Madison St, Atlanta, GA 30301"
223023,Bose SoundSport Headphones,1,99.99,07/01/21 18:12,"268 Meadow St, San Francisco, CA 94016"
223024,AAA Batteries (4-pack),2,2.99,07/23/21 14:04,"91 Jefferson St, Dallas, TX 75001"
223025,AA Batteries (4-pack),1,3.84,07/23/21 00:58,"142 Pine St, San Francisco, CA 94016"
223026,Wired Headphones,1,11.99,07/25/21 12:49,"47 Pine St, San Francisco, CA 94016"
223027,AA Batteries (4-pack),1,3.84,07/11/21 16:29,"876 Center St, Austin, TX 73301"
223028,Vareebadd Phone,1,400,07/07/21 10:21,"969 10th St, San Francisco, CA 94016"
223028,USB-C Charging Cable,2,11.95,07/07/21 10:21,"969 10th St, San Francisco, CA 94016"
223028,Wired Headphones,1,11.99,07/07/21 10:21,"969 10th St, San Francisco, CA 94016"
223029,USB-C Charging Cable,1,11.95,07/18/21 11:15,"144 Adams St, New York City, NY 10001"
223030,Bose SoundSport Headphones,1,99.99,07/09/21 19:04,"704 13th St, Los Angeles, CA 90001"
223031,27in FHD Monitor,1,149.99,07/28/21 09:30,"445 Johnson St, Los Angeles, CA 90001"
223032,Apple Airpods Headphones,1,150,07/20/21 18:47,"8 Cherry St, Dallas, TX 75001"
223033,AAA Batteries (4-pack),1,2.99,07/01/21 18:27,"972 Meadow St, Atlanta, GA 30301"
223034,Wired Headphones,1,11.99,07/06/21 09:22,"927 South St, Portland, OR 97035"
223035,Flatscreen TV,1,300,07/27/21 12:04,"911 Sunset St, Portland, OR 97035"
223036,Apple Airpods Headphones,1,150,07/31/21 10:59,"828 Willow St, Boston, MA 02215"
223037,Wired Headphones,1,11.99,07/21/21 20:58,"24 Adams St, Los Angeles, CA 90001"
223038,Lightning Charging Cable,1,14.95,07/03/21 14:19,"990 11th St, Los Angeles, CA 90001"
223039,Flatscreen TV,1,300,07/27/21 11:44,"9 Center St, Dallas, TX 75001"
223040,Apple Airpods Headphones,1,150,07/19/21 20:05,"395 West St, Austin, TX 73301"
223041,27in 4K Gaming Monitor,1,389.99,07/11/21 08:16,"330 River St, New York City, NY 10001"
223042,Lightning Charging Cable,1,14.95,07/10/21 08:42,"983 Jackson St, Dallas, TX 75001"
223043,Lightning Charging Cable,1,14.95,07/01/21 10:20,"662 North St, Atlanta, GA 30301"
223044,Apple Airpods Headphones,1,150,07/05/21 11:15,"605 6th St, San Francisco, CA 94016"
223045,LG Dryer,1,600.0,07/18/21 20:22,"457 2nd St, Boston, MA 02215"
223046,USB-C Charging Cable,1,11.95,07/15/21 23:04,"335 Ridge St, Los Angeles, CA 90001"
223047,AA Batteries (4-pack),1,3.84,07/16/21 15:16,"541 Lakeview St, Los Angeles, CA 90001"
223048,Vareebadd Phone,1,400,07/21/21 17:19,"168 8th St, Portland, OR 97035"
223048,USB-C Charging Cable,2,11.95,07/21/21 17:19,"168 8th St, Portland, OR 97035"
223049,Flatscreen TV,1,300,07/24/21 23:24,"595 Jackson St, San Francisco, CA 94016"
223050,ThinkPad Laptop,1,999.99,07/14/21 18:14,"842 Washington St, Los Angeles, CA 90001"
223051,Bose SoundSport Headphones,1,99.99,07/27/21 16:35,"819 Cherry St, Los Angeles, CA 90001"
223052,USB-C Charging Cable,1,11.95,07/09/21 20:05,"549 Lincoln St, San Francisco, CA 94016"
223053,LG Dryer,1,600.0,07/06/21 08:37,"226 2nd St, Seattle, WA 98101"
223054,Wired Headphones,1,11.99,07/28/21 18:08,"905 Chestnut St, Boston, MA 02215"
223055,AA Batteries (4-pack),1,3.84,07/14/21 14:04,"181 Walnut St, Los Angeles, CA 90001"
223056,USB-C Charging Cable,1,11.95,07/27/21 17:19,"907 Madison St, San Francisco, CA 94016"
223057,Bose SoundSport Headphones,1,99.99,07/12/21 11:30,"195 Washington St, San Francisco, CA 94016"
223058,Bose SoundSport Headphones,1,99.99,07/01/21 08:09,"993 Main St, Boston, MA 02215"
223059,USB-C Charging Cable,1,11.95,07/23/21 02:09,"84 10th St, Boston, MA 02215"
223060,AA Batteries (4-pack),1,3.84,07/20/21 13:14,"613 Johnson St, San Francisco, CA 94016"
223061,Lightning Charging Cable,2,14.95,07/14/21 22:02,"788 Center St, Dallas, TX 75001"
223062,ThinkPad Laptop,1,999.99,07/12/21 19:58,"756 5th St, Atlanta, GA 30301"
223063,USB-C Charging Cable,1,11.95,07/02/21 21:37,"535 Cedar St, Portland, OR 97035"
223064,AAA Batteries (4-pack),1,2.99,07/13/21 19:23,"627 13th St, San Francisco, CA 94016"
223065,Bose SoundSport Headphones,2,99.99,07/02/21 20:20,"180 Park St, San Francisco, CA 94016"
223066,Macbook Pro Laptop,1,1700,07/16/21 08:31,"377 Madison St, San Francisco, CA 94016"
223067,AAA Batteries (4-pack),1,2.99,07/11/21 13:46,"189 Johnson St, Los Angeles, CA 90001"
223068,AA Batteries (4-pack),1,3.84,07/29/21 18:11,"450 Church St, San Francisco, CA 94016"
223069,AA Batteries (4-pack),1,3.84,07/17/21 20:50,"486 4th St, San Francisco, CA 94016"
223070,AAA Batteries (4-pack),1,2.99,07/19/21 08:29,"172 Adams St, Boston, MA 02215"
223071,Lightning Charging Cable,1,14.95,07/17/21 12:01,"758 Madison St, New York City, NY 10001"
223072,Lightning Charging Cable,1,14.95,07/18/21 02:39,"252 Madison St, Boston, MA 02215"
223073,Wired Headphones,1,11.99,07/02/21 15:41,"972 Dogwood St, San Francisco, CA 94016"
223074,USB-C Charging Cable,1,11.95,07/15/21 10:07,"899 North St, Los Angeles, CA 90001"
223075,USB-C Charging Cable,1,11.95,07/22/21 14:15,"752 Chestnut St, San Francisco, CA 94016"
223076,Lightning Charging Cable,1,14.95,07/10/21 13:21,"692 Spruce St, Boston, MA 02215"
223077,ThinkPad Laptop,1,999.99,07/06/21 13:01,"261 Sunset St, San Francisco, CA 94016"
223078,Lightning Charging Cable,1,14.95,07/10/21 19:23,"865 Meadow St, Atlanta, GA 30301"
223079,27in 4K Gaming Monitor,1,389.99,07/18/21 10:22,"211 Ridge St, Austin, TX 73301"
223080,Apple Airpods Headphones,1,150,07/09/21 18:26,"275 Jackson St, Austin, TX 73301"
223081,USB-C Charging Cable,1,11.95,07/05/21 15:55,"983 12th St, San Francisco, CA 94016"
223082,USB-C Charging Cable,1,11.95,07/07/21 09:54,"158 7th St, Seattle, WA 98101"
223083,USB-C Charging Cable,1,11.95,07/13/21 21:05,"277 Lakeview St, Portland, OR 97035"
223084,Lightning Charging Cable,1,14.95,07/02/21 15:08,"555 Pine St, Los Angeles, CA 90001"
223085,iPhone,1,700,07/22/21 11:56,"875 Madison St, Los Angeles, CA 90001"
223086,Apple Airpods Headphones,1,150,07/22/21 11:08,"938 Meadow St, Los Angeles, CA 90001"
223087,iPhone,1,700,07/26/21 11:06,"864 10th St, Boston, MA 02215"
223088,AA Batteries (4-pack),1,3.84,07/05/21 22:58,"715 North St, Seattle, WA 98101"
223089,AA Batteries (4-pack),1,3.84,07/17/21 17:53,"650 Hickory St, New York City, NY 10001"
223090,USB-C Charging Cable,1,11.95,07/12/21 16:18,"739 Adams St, New York City, NY 10001"
223091,Bose SoundSport Headphones,1,99.99,07/20/21 11:02,"415 Cedar St, New York City, NY 10001"
223092,ThinkPad Laptop,1,999.99,07/11/21 15:27,"634 Washington St, Boston, MA 02215"
223093,AA Batteries (4-pack),1,3.84,07/01/21 10:48,"899 1st St, San Francisco, CA 94016"
223094,Wired Headphones,1,11.99,07/18/21 11:15,"971 Chestnut St, Los Angeles, CA 90001"
223095,Apple Airpods Headphones,1,150,07/03/21 13:42,"876 Cedar St, Los Angeles, CA 90001"
223095,AA Batteries (4-pack),1,3.84,07/03/21 13:42,"876 Cedar St, Los Angeles, CA 90001"
223096,AAA Batteries (4-pack),2,2.99,07/08/21 19:31,"846 Sunset St, Portland, OR 97035"
223097,Lightning Charging Cable,1,14.95,07/11/21 12:29,"77 10th St, Los Angeles, CA 90001"
223098,Apple Airpods Headphones,1,150,07/23/21 18:23,"374 Cherry St, San Francisco, CA 94016"
223099,AAA Batteries (4-pack),3,2.99,07/29/21 22:46,"3 Highland St, New York City, NY 10001"
223100,USB-C Charging Cable,1,11.95,07/29/21 16:56,"516 Jackson St, New York City, NY 10001"
223101,Wired Headphones,1,11.99,07/10/21 16:55,"924 Lincoln St, San Francisco, CA 94016"
223102,Wired Headphones,2,11.99,07/16/21 20:54,"484 7th St, Seattle, WA 98101"
223103,Apple Airpods Headphones,1,150,07/13/21 11:25,"107 West St, San Francisco, CA 94016"
223104,20in Monitor,1,109.99,07/08/21 07:29,"505 4th St, Los Angeles, CA 90001"
,,,,,
223105,34in Ultrawide Monitor,1,379.99,07/17/21 00:06,"589 8th St, Portland, OR 97035"
223106,Wired Headphones,1,11.99,07/14/21 14:30,"630 2nd St, San Francisco, CA 94016"
223106,Vareebadd Phone,1,400,07/14/21 14:30,"630 2nd St, San Francisco, CA 94016"
223107,iPhone,1,700,07/25/21 13:40,"470 Chestnut St, San Francisco, CA 94016"
223108,AAA Batteries (4-pack),1,2.99,07/05/21 11:21,"781 8th St, Boston, MA 02215"
223109,iPhone,1,700,07/12/21 20:48,"929 Ridge St, Seattle, WA 98101"
223110,Flatscreen TV,1,300,07/16/21 01:05,"434 Elm St, Seattle, WA 98101"
223111,AA Batteries (4-pack),1,3.84,07/20/21 16:46,"137 Madison St, Atlanta, GA 30301"
223112,USB-C Charging Cable,2,11.95,07/08/21 22:23,"241 8th St, San Francisco, CA 94016"
223113,27in 4K Gaming Monitor,1,389.99,07/05/21 07:35,"176 Willow St, Los Angeles, CA 90001"
223114,AA Batteries (4-pack),1,3.84,07/26/21 13:37,"576 11th St, Austin, TX 73301"
223115,Flatscreen TV,1,300,07/02/21 13:15,"836 Johnson St, New York City, NY 10001"
223116,Apple Airpods Headphones,1,150,07/21/21 13:18,"366 Adams St, Portland, OR 97035"
223117,Google Phone,1,600,07/11/21 23:25,"184 Spruce St, Atlanta, GA 30301"
223117,USB-C Charging Cable,1,11.95,07/11/21 23:25,"184 Spruce St, Atlanta, GA 30301"
223118,AA Batteries (4-pack),2,3.84,07/04/21 11:04,"346 Walnut St, New York City, NY 10001"
223119,27in FHD Monitor,1,149.99,07/30/21 13:33,"955 Main St, New York City, NY 10001"
223120,Lightning Charging Cable,1,14.95,07/18/21 13:29,"506 Main St, San Francisco, CA 94016"
223121,Bose SoundSport Headphones,1,99.99,07/05/21 22:00,"880 7th St, New York City, NY 10001"
223122,Apple Airpods Headphones,1,150,07/04/21 08:49,"972 Lincoln St, Boston, MA 02215"
223123,Wired Headphones,1,11.99,07/05/21 06:27,"86 5th St, Boston, MA 02215"
223124,USB-C Charging Cable,1,11.95,07/19/21 19:28,"593 Ridge St, San Francisco, CA 94016"
223125,27in 4K Gaming Monitor,1,389.99,07/17/21 09:45,"678 13th St, San Francisco, CA 94016"
223126,34in Ultrawide Monitor,1,379.99,07/29/21 16:38,"858 6th St, San Francisco, CA 94016"
223127,AAA Batteries (4-pack),1,2.99,07/31/21 17:36,"473 10th St, Los Angeles, CA 90001"
223128,USB-C Charging Cable,1,11.95,07/14/21 08:00,"418 Spruce St, Los Angeles, CA 90001"
223129,Apple Airpods Headphones,1,150,07/05/21 08:40,"239 12th St, Boston, MA 02215"
223130,Wired Headphones,1,11.99,07/16/21 11:54,"126 5th St, New York City, NY 10001"
223131,AAA Batteries (4-pack),1,2.99,07/21/21 07:47,"712 Washington St, Los Angeles, CA 90001"
223132,AA Batteries (4-pack),1,3.84,07/23/21 00:10,"132 West St, San Francisco, CA 94016"
223133,AA Batteries (4-pack),1,3.84,07/28/21 20:40,"621 Church St, San Francisco, CA 94016"
223133,AAA Batteries (4-pack),1,2.99,07/28/21 20:40,"621 Church St, San Francisco, CA 94016"
223134,ThinkPad Laptop,1,999.99,07/25/21 12:17,"298 Wilson St, Portland, ME 04101"
223135,Apple Airpods Headphones,1,150,07/27/21 21:39,"385 Dogwood St, Atlanta, GA 30301"
223136,Flatscreen TV,1,300,07/07/21 21:45,"339 12th St, San Francisco, CA 94016"
223137,AA Batteries (4-pack),1,3.84,07/20/21 09:51,"776 Forest St, Boston, MA 02215"
223138,27in 4K Gaming Monitor,1,389.99,07/22/21 10:44,"720 Main St, San Francisco, CA 94016"
223139,Bose SoundSport Headphones,1,99.99,07/05/21 20:27,"820 West St, Los Angeles, CA 90001"
223140,AA Batteries (4-pack),1,3.84,07/22/21 09:58,"112 Meadow St, San Francisco, CA 94016"
223140,Flatscreen TV,1,300,07/22/21 09:58,"112 Meadow St, San Francisco, CA 94016"
223141,Wired Headphones,1,11.99,07/23/21 21:39,"247 Adams St, Portland, OR 97035"
223142,AA Batteries (4-pack),2,3.84,07/26/21 13:53,"587 South St, San Francisco, CA 94016"
223143,ThinkPad Laptop,1,999.99,07/14/21 10:09,"494 Lakeview St, San Francisco, CA 94016"
223144,Google Phone,1,600,07/15/21 21:51,"37 Walnut St, New York City, NY 10001"
223144,USB-C Charging Cable,1,11.95,07/15/21 21:51,"37 Walnut St, New York City, NY 10001"
223145,Apple Airpods Headphones,1,150,07/02/21 14:21,"35 Main St, Seattle, WA 98101"
223146,LG Dryer,1,600.0,07/22/21 17:05,"753 5th St, Los Angeles, CA 90001"
223147,AA Batteries (4-pack),1,3.84,07/15/21 11:27,"767 West St, Los Angeles, CA 90001"
223148,AA Batteries (4-pack),1,3.84,07/22/21 18:02,"256 Jackson St, Atlanta, GA 30301"
223149,27in FHD Monitor,1,149.99,07/14/21 20:39,"770 Lincoln St, Boston, MA 02215"
223150,Apple Airpods Headphones,1,150,07/16/21 18:17,"289 12th St, Boston, MA 02215"
223151,AAA Batteries (4-pack),2,2.99,07/31/21 07:15,"825 North St, Seattle, WA 98101"
223152,Bose SoundSport Headphones,1,99.99,07/10/21 20:02,"910 Hill St, Atlanta, GA 30301"
223153,Wired Headphones,1,11.99,07/17/21 20:11,"65 Hickory St, Dallas, TX 75001"
223154,AAA Batteries (4-pack),1,2.99,07/18/21 13:25,"223 Elm St, Portland, OR 97035"
223155,Lightning Charging Cable,1,14.95,07/02/21 21:24,"706 Washington St, San Francisco, CA 94016"
223156,AAA Batteries (4-pack),1,2.99,07/23/21 16:04,"564 Ridge St, New York City, NY 10001"
223157,Wired Headphones,1,11.99,07/25/21 23:34,"532 Lincoln St, Boston, MA 02215"
223158,USB-C Charging Cable,1,11.95,07/14/21 23:12,"787 Adams St, Boston, MA 02215"
223159,Lightning Charging Cable,1,14.95,07/04/21 13:48,"818 11th St, Los Angeles, CA 90001"
223160,Apple Airpods Headphones,1,150,07/16/21 19:14,"629 Meadow St, New York City, NY 10001"
223161,AAA Batteries (4-pack),2,2.99,07/18/21 09:27,"399 6th St, San Francisco, CA 94016"
223162,Wired Headphones,1,11.99,07/06/21 19:57,"453 Madison St, Portland, OR 97035"
223163,34in Ultrawide Monitor,1,379.99,07/02/21 00:37,"801 Lakeview St, Austin, TX 73301"
223164,USB-C Charging Cable,1,11.95,07/07/21 18:19,"120 Park St, San Francisco, CA 94016"
223165,Lightning Charging Cable,1,14.95,07/14/21 10:00,"29 Chestnut St, Seattle, WA 98101"
223166,AAA Batteries (4-pack),1,2.99,07/23/21 06:53,"648 River St, Boston, MA 02215"
223167,Macbook Pro Laptop,1,1700,07/21/21 06:37,"76 Sunset St, Portland, OR 97035"
223168,USB-C Charging Cable,1,11.95,07/28/21 17:38,"812 Wilson St, Los Angeles, CA 90001"
223169,34in Ultrawide Monitor,1,379.99,07/21/21 18:25,"460 Sunset St, Los Angeles, CA 90001"
223170,Wired Headphones,1,11.99,07/08/21 11:57,"732 Madison St, Atlanta, GA 30301"
223171,AAA Batteries (4-pack),3,2.99,07/28/21 19:43,"3 8th St, Los Angeles, CA 90001"
223172,AAA Batteries (4-pack),1,2.99,07/17/21 11:48,"431 Sunset St, Atlanta, GA 30301"
223173,Apple Airpods Headphones,1,150,07/31/21 19:19,"436 Dogwood St, San Francisco, CA 94016"
223174,AAA Batteries (4-pack),1,2.99,07/19/21 18:44,"532 5th St, Los Angeles, CA 90001"
223175,Flatscreen TV,1,300,07/21/21 16:41,"257 Walnut St, Seattle, WA 98101"
223176,Google Phone,1,600,07/24/21 08:16,"562 Elm St, Los Angeles, CA 90001"
223177,20in Monitor,1,109.99,07/28/21 12:52,"654 11th St, San Francisco, CA 94016"
223178,AAA Batteries (4-pack),1,2.99,07/12/21 11:13,"292 Main St, Boston, MA 02215"
